Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,292520,330665,2022-01-26 21:32:39 EST,44587,0.897673611,Link,37,28,0,0,0,0,9,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/5206354802755818,"The ending to cult 1999 US film Fight Club has been removed for viewers in China, and replaced by a screen with a message saying the authorities won. #EntertainmentNews🎼",https://www.fijivillage.com/entertainment/China-changes-Fight-Club-film-ending-so-the-authorities-win-r458xf/#.YfIEMnFndXA.facebook,https://www.fijivillage.com/entertainment/China-changes-Fight-Club-film-ending-so-the-authorities-win-r458xf/,,China changes Fight Club film ending so the authorities win,"The ending to cult 1999 US film Fight Club has been removed for viewers in China, and replaced by a screen with a message saying the authorities won.",,,,37,-8.27
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,256194,283164,2021-04-15 03:58:36 EDT,44301,0.165694444,Native Video,37,22,5,3,2,1,4,0,0,0,owned,Yes,1947,1992,0,0.004016204,https://www.facebook.com/147992748592074/posts/4294101657314475,$FJD1.5 million worth of equipment that will help boost Fiji Police Force operations was donated by China this morning Click here for full story: https://www.fijivillage.com/news/China-gives-15m-worth-of-equipment-to-the-Fiji-Police-Force-84frx5/,https://www.facebook.com/fijivillage/videos/468026277956229/,,,,,,,,37,-4.05
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,256194,283164,2021-04-15 02:57:03 EDT,44301,0.122951389,Native Video,37,12,8,9,1,1,6,0,0,0,owned,Yes,1135,1421,0,0.003703704,https://www.facebook.com/147992748592074/posts/4293992073992100,China gives $1.5m worth of equipment to the Fiji Police Force Click here for full story: https://www.fijivillage.com/news/China-gives-15m-worth-of-equipment-to-the-Fiji-Police-Force-84frx5/,https://www.facebook.com/fijivillage/videos/115489143875077/,,,China gives $1.5m worth of equipment to the Fiji Police Force,,,,,37,-4.05
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,246681,270652,2020-09-22 18:01:37 EDT,44096,0.751122685,Link,37,19,4,4,0,2,8,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/3724663364258310,China's President Xi Jinping has announced China will aim to hit peak emissions before 2030 and for carbon neutrality by 2060. #WorldNews #FijiVillage #ClimateAction,https://www.fijivillage.com/news/China-aims-for-carbon-neutrality-by-2060-45fx8r/#.X2p0GWfyd-M.facebook,,,China aims for 'carbon neutrality by 2060',China's President Xi Jinping has announced China will aim to hit peak emissions before 2030 and for carbon neutrality by 2060 Xi outlined the steps,,,,37,-8.27
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,229565,247007,2020-01-28 21:46:23 EST,43858,0.907210648,Link,37,29,0,7,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/3113041695420483,"The Indian government has requested China to clear a flight that could evacuate about 300 Indian citizens from Wuhan in China, the epicentre of the Coronavirus outbreak that has so far killed 106 people. #WorldNews #Coronavirus",https://fijivillage.com/news/India-makes-request-to-China-for-evacuation-of-nearly-300-citizens-from-Wuhan-kr952s/,,,India makes request to China for evacuation of nearly 300 citizens from Wuhan,The Indian government has requested China to clear a flight that could evacuate about 300 Indian ...,,,,37,-8.27
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,218970,N/A,2019-09-08 01:34:14 EDT,43716,0.065439815,Link,37,23,10,1,1,0,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/2758919747499348,Today is a significant day as it also marks 44 years since the establishment of formal diplomatic relationship between Fiji and China which began in 1975 #Fiji #FijiNews,https://fijivillage.com/news/Fiji-China-relationship-is-one-that-has-been-built-on-great-respect---PM-s9r25k/,,,Fiji-China relationship is one that has been built on great respect - PM,Prime Minister Voreqe Bainimarama says the Fiji-China relationship is one that has been built on ...,,,,37,-8.27
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,297078,337616,2022-06-02 01:50:05 EDT,44714,0.076446759,Link,37,24,0,4,3,0,6,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100068038061104/posts/347562824188317,"We will develop relationships with China but policing, military and communications is what we will not allow - Gavoka #FijiNews📰 #TeamFiji🌴 #Fiji 🇫🇯",https://www.fijivillage.com/news/We-will-develop-relationships-with-China-but-policing-military-and-communications-is-what-we-will-not-allow---Gavoka-r45fx8/,,,"We will develop relationships with China but policing, military and communications is what we will not allow - Gavoka","We will develop relationships with China but policing, military and communications is what we will not allow. This was the message from SODELPA Lea",,,,37,-7.59
Fiji Sun,fijisun,7.76984E+14,MEDIA_NEWS_COMPANY,FJ,"Bringing you the best and latest in Fiji's current affairs, sports, events, analysis and business news!! 

",41897.92014,154723,157945,2018-05-12 22:45:00 EDT,43232,0.947916667,Link,37,29,4,3,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/776984482353833/posts/1819254908126780,"Commissioner of Police Briga­dier General Sitiveni Qiliho is in China with a delegation, holding bilateral meetings with public security institutions as well as taking the opportunity to view the latest technologies that could assist policing operations in Fiji. Brig-Gen Qiliho is accompanied by Director Training Senior Super­intendent of Police (SSP) Marika Kotoisuva, Director International Relations SSP Ulaiasi Ravula, Offic­er in Charge Police Co-ordination and Command Centre Assistant Superintendent of Police (ASP) Mesake Sovasova and PSO Inspec­tor (IP) Aisake Kafoa.",http://fijisun.com.fj/2018/05/13/top-cop-holds-china-meetings/,,,Top Cop Holds China Meetings | Fiji Sun,"Commissioner of Police Briga­dier General Sitiveni Qiliho is in China with a delegation, holding bilateral meetings with public security institutions as well as taking the opportunity to view the latest...",,,,37,-12.59
Post Courier,South.Pacific.Post,1.00064E+14,MEDIA_NEWS_COMPANY,PG,"Editor Matthew Vari Ph: +675 309 1054 E: mvari@spp.com.pg
Troy Taule  Digital Editor Ph: +675 3091116",41303.07083,37239,39636,2020-08-17 20:43:57 EDT,44060,0.863854167,Link,37,30,3,2,0,0,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/195574833918434/posts/1842654545877113,,https://postcourier.com.pg/china-refutes-austs-claims-against-huawei/,,,China refutes Aust’s claims against Huawei,The Chinese government has denied claims by the Australian Financial Review that the data centre built by Huawei was to spy on Papua New Guinea.,,,,37,-5.11
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,230604,318714,2022-03-24 20:43:49 EDT,44644,0.863761574,Link,37,25,0,2,2,2,1,1,4,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160190391423678,"#WorldNews - The Solomon Islands has signed a policing deal with China and will send a proposal for a broader security agreement covering the military to its cabinet for consideration, an official of the Pacific island nation’s government said on Thursday. #Security #TimesWorldNews",https://www.fijitimes.com/solomon-islands-considers-security-cooperation-with-china-official/,,,Solomon Islands considers security cooperation with China – official,"FILE PHOTO: Children fish at a beach in central Honiara, the capital of the Solomon Islands, on September 14, 2012.. REUTERS/Daniel Munoz/File Photo",,,,37,-1.57
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,230345,318202,2022-03-14 18:45:16 EDT,44634,0.781435185,Link,37,32,0,0,0,0,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160172291243678,"#WORLDNEWS The United States warned China after “intense” talks on Monday not to help Moscow in its invasion of Ukraine, while an anti-war protester interrupted Russian state TV news. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/u-s-warns-china-against-helping-russia-as-anti-war-protester-disrupts-state-tv-news/,,,U.S. warns China against helping Russia as anti-war protester disrupts state TV news,"Firefighters look at a residential building that was hit by a shell as Russia's attack on Ukraine continues, in the Obolon district in Kyiv, Ukraine, March 14, 2022. REUTERS/Thomas Peter",,,,37,-2.11
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,229707,316725,2022-02-08 15:34:55 EST,44600,0.649247685,Link,37,32,0,2,0,1,1,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160109969073678,"#WORLD Supplies of vegetables were running low in Hong Kong on Tuesday, with shoppers scrambling to buy whatever they could find, as the government blamed a resurgence of COVID-19 for a drop in deliveries of fresh produce from the mainland. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/vegetable-shortage-adds-to-hong-kongs-covid-woes/,,,Vegetable shortage adds to Hong Kong’s COVID woes,"FILE PHOTO: Hong Kong Chief Executive Carrie Lam attends a news conference in Hong Kong, China January 31, 2022. REUTERS/Lam Yik",,,,37,-1.92
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,228713,313995,2022-01-18 14:54:46 EST,44579,0.621365741,Link,37,34,0,1,1,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160070888408678,"#SPORTS BEIJING, Jan 17 (Reuters) – Tickets for the Winter Olympics set to begin on Feb. 4 will be distributed to “targeted” groups of people and will not be sold to the general public, the organising committee said on Monday, in the latest setback to the Games inflicted by COVID-19. #FijiNews #TimesNews",https://www.fijitimes.com/beijing-olympics-tickets-will-not-be-publicly-sold-due-to-covid-19/,,,Beijing Olympics tickets will not be publicly sold due to COVID-19,"Genting Snow Park, a competition venue for Snowboarding and Freestyle Skiing during the Beijing 2022 Winter Olympics, is seen in Beijing, China January 15, 2022. REUTERS/Pawel Kopczynski/File Photo",,,,37,-3
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,226252,299763,2021-12-30 19:15:21 EST,44560,0.802326389,Link,37,27,0,0,1,5,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160037826523678,"#WORLD BEIJING, Dec 30 (Reuters) – China’s industrial and tech hub of Xian reported on Thursday more than 100 new cases of COVID-19, taking its tally of locally transmitted infections to the highest in any Chinese city this year. #TimesNews #FijiNews",https://www.fijitimes.com/xian-battles-covid-19-in-worst-outbreak-to-hit-a-chinese-city-this-year/,,,Xian battles COVID-19 in worst outbreak to hit a Chinese city this year,"A worker prepares food supplies to be delivered to residents of a residential compound under lockdown, outside the compound following the coronavirus disease (COVID-19) outbreak in Xian, Shaanxi province, China December 29, 2021. cnsphoto via REUTERS",,,,37,-2.16
Sunday Isles,sundayisles,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"Solomon Islands' first Sunday paper, offering greater coverage of the stories that matter to you",41339.15347,11017,12596,2022-06-11 21:03:11 EDT,44723,0.877210648,Link,36,29,4,0,2,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/432206153524652/posts/5163841163694437,Officers of the Royal Solomon Islands Police Force (RSIPF) undergo POM Training conducted by the instructors of China Police Liaison Team. READ MORE HERE ⤵️,https://sundayisles.islesmedia.net/rsipf-officers-undergo-training-conducted-by-prc-in-honiara/,,,RSIPF Officers Undergo Training Conducted by PRC in Honiara - Sunday Isles,Officers of the Royal Solomon Islands Police Force (RSIPF) at the Rove Police Headquarters have undergo POM Training conducted by the instructors of China,,,,36,1
Solomon Times Online,solomontimes,1.00063E+14,MEDIA_NEWS_COMPANY,FJ,"Welcome to Solomon Times Online on Facebook - a place for locally owned, independent and unbiased So",42520.54722,14179,14778,2020-09-17 19:44:00 EDT,44091,0.822222222,Link,36,10,1,12,0,13,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1716824358575623/posts/2691199724471410,,https://www.solomontimes.com/news/43-solomon-islanders-data-harvested-linked-to-chinese-tech-firm/10223,,,"43 Solomon Islanders Data ‘Harvested,’ Linked to Chinese Tech Firm - Solomon Times Online","A special report from New Zealand’s 1 NEWS has revealed that people across the Pacific Islands, including some who do not even have a presence on the internet, are among those whose personal information has been targeted and linked to China's military and intelligence networks.",,,,36,-1.67
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,148323,155039,2020-02-10 20:12:40 EST,43871,0.84212963,Link,36,32,1,2,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/2557033527751838,"China’s President Xi Jinping has visited health staff in Beijing treating patients infected with the new coronavirus, in a rare public appearance amid the outbreak. #WorldNews #Coronavirus",https://www.fbcnews.com.fj/world/coronavirus-chinas-xi-visits-hospital-in-rare-appearance-amid-health-crisis/,,,Coronavirus: China’s Xi visits hospital in rare appearance amid health crisis,"World Coronavirus: China's Xi visits hospital in rare appearance amid health crisis | @BBCWorld February 11, 2020 1:11 pm China's president has kept a low profile since the outbreak began. [Source: BBC] China’s President Xi Jinping has visited health staff in Beijing treating patients infected wit...",,,,36,-4.81
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,135603,140598,2019-09-07 19:53:30 EDT,43715,0.828819444,Link,36,16,13,1,1,0,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/2238535829601611,"He says the friendship between Fiji and China has never waned, with our nations bonded by a common and steady recognition of the mutual benefits of bilateralism. #FBCNews #FijiNews #Fiji",https://www.fbcnews.com.fj/news/fiji-and-china-relations-continue-to-strengthen/,,,Fiji and China relations continue to strengthen,"News Fiji and China relations continue to strengthen Maggie Boyle Senior Multimedia Journalist [email protected] | @MaggieFBCNews September 8, 2019 11:30 am In a pre-celebration of Fiji’s 49th year of independence, a joint celebration was held today with the Fiji Chinese Community. This is to als...",,,,36,-4.81
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,140524,165661,2020-08-04 06:38:19 EDT,44047,0.276608796,YouTube,36,20,3,6,1,4,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/4392479384103260,"#VIDEO: Minister for Foreign Affairs and International Trade, Patrick Pruaitch, explains PNG's support for China's National Security Law for Hong Kong. #china #securitylaw #dfat #pruaitch",https://www.youtube.com/watch?v=-3s7dQwkEsw&feature=share,https://www.google.com/sorry/index?continue=https://www.youtube.com/watch%3Fv%3D-3s7dQwkEsw%26feature%3Dshare&q=EgQ0KuTRGLD8pPkFIhkA8aeDS_f-2ituTwvDy3Q8p_bh8OilK4LXMgFy,,PNG's Support for China's Policy Explained,"During the 44th session of the Human Rights Council meeting earlier this year, PNG was among 53 countries that supported China's National Security Law for Ho...",,,,36,-1.83
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,115837,117894,2019-09-19 02:47:45 EDT,43727,0.116493056,Link,36,26,0,10,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/3241488722535671,"#INTERNATIONALNews #PACIFICNews WASHINGTON (Reuters) - The United States is reassessing its assistance to Solomon Islands after the South Pacific nation cut ties with Taiwan in favour of China this week, a senior official in the U.S. Agency for International Development (USAID) said on Wednesday.",https://emtv.com.pg/u-s-reassessing-aid-to-solomon-islands-after-taiwan-ties-cut/,,,emtv.com.pg,,,,,36,-2.67
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,225042,241460,2019-12-14 16:20:20 EST,43813,0.680787037,Link,36,18,4,2,0,1,10,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/3016943108363676,"China offered the assistance following the official visit of Minister for Youth and Sports, Parveen Bala to Beijing where he met his counterpart Gou Zhongwen. #PHOTOS📸 - Government of China welcoming Hon.Parveen Bala and his delegation #FijiNews #Fiji",https://fijivillage.com/news/China-agrees-to-train-Fijian-athletes-preparing-for-regional-and-international-competition-in-High-Performance-training-facilities-s95kr2/,,,China agrees to train Fijian athletes preparing for regional and international competition in High-Performance training facilities,China has agreed to train Fijian athletes who are preparing for regional and international ...,,,,36,-8.5
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,230557,318607,2022-03-22 20:53:00 EDT,44642,0.870138889,Link,36,26,0,4,1,0,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160186804738678,"#WORLDNEWS In footage shared on social media last week, a crowd of people in the northeastern Chinese city of Shenyang bang against the windows of a clothing market as they shout in frustration at the announcement of yet another round of COVID-19 tests. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/refuse-quarantine-frustrations-mount-as-china-replays-covid-controls/,,,‘Refuse quarantine!’: frustrations mount as China replays COVID controls,"Workers in protective suits stand near boxes outside a sealed off area following the coronavirus disease (COVID-19) outbreak in Beijing, China March 21, 2022. REUTERS/Carlos Garcia Rawlins",,,,36,-1.72
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,227315,308184,2022-01-05 16:23:02 EST,44566,0.682662037,Link,36,32,0,1,1,0,1,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10160048104278678,#WORLDNEWS Hong Kong health authorities on Wednesday began a city-wide search for the contacts of a COVID-19 patient and ordered a Royal Caribbean “cruise to nowhere” ship to return to port early. #Covid19,https://www.fijitimes.com/hong-kong-hunts-covid-patients-contacts-orders-cruise-ship-back-to-port/,,,"Hong Kong hunts COVID patient’s contacts, orders cruise ship back to port","The Royal Caribbean cruise ship ""Spectrum of the Seas"" is seen docked at the Kai Tak Cruise Terminal in Hong Kong, China October 22, 2021. REUTERS/Tyrone Siu/Files",,,,36,-2.22
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,190727,210516,2020-05-30 22:03:46 EDT,43981,0.919282407,Link,36,23,0,10,0,0,2,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10158643058288678,"Four U.S. senators, including a China hawk, urged the Federal Trade Commission on Friday to investigate allegations that the popular video app #Tikok violated a consent decree protecting children’s privacy. #FijiTimesOnline #FijiTimesNews",https://www.fijitimes.com/u-s-senators-urge-probe-of-tiktok-on-childrens-privacy/,,,U.S. senators urge probe of TikTok on children’s privacy,"FILE PHOTO: A TikTok logo is displayed on a smartphone in this illustration taken January 6, 2020. REUTERS/Dado Ruvic/Illustration",,,,36,-2.22
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,244355,332767,2022-12-02 16:49:03 EST,44897,0.700729167,Link,36,20,2,4,1,0,8,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/513322047504276,"#WORLDNEWS China is set to announce an easing of its COVID-19 quarantine protocols in the coming days and a reduction in mass testing, sources told Reuters, a marked shift in policy after anger over the world’s toughest curbs fuelled widespread protests. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/china-set-to-loosen-covid-curbs-after-week-of-historic-protests/,,,China set to loosen COVID curbs after week of historic protests,"Pandemic prevention workers in protective suits get ready to enter an apartment building that went into lockdown as coronavirus disease (COVID-19) outbreaks continue in Beijing, December 2, 2022. REUTERS/Thomas Peter",,,,36,-1.42
Sunday Isles,sundayisles,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"Solomon Islands' first Sunday paper, offering greater coverage of the stories that matter to you",41339.15347,N/A,N/A,2021-08-31 20:41:08 EDT,44439,0.861898148,Photo,35,14,15,2,1,2,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/432206153524652/posts/4275189829226246,"Wale’s Claim Aims to Create Political Instability THE Democratic Coalition Government for Advancement wishes to correct the leader of the Parliamentary opposition’s media statement claiming that the Prime Minister’s $200,000 NDF is not for development but for political expediency. This is not true. The NDF was first established by the ROC when they provided these funds for discretionary use by the Prime Minister. Previous Prime Ministers have exercised their discretion in allocating these funds. However, when ROC gave these funds they did not require that these funds be used for development projects. This has now changed under the Peoples Republic China but only until 2022. This arrangement is to ensure a transitionary period after we switched diplomatic relations and will end in 2022. However, under PRC, the NDF will only be used for development projects upon application. It says, Opposition MPs may wish to submit their proposals to the Prime Minister’s Office if they wish to. Wale’s false ignorance is shameful. It is NOT the PRC’s intention to interfere with national politics nor an egregious breach of Solomon Islands sovereignty as Mr Wale erroneously claimed. PRC does not even intend this to undermine the government’s ability to maintain semblance of independence in its foreign policy, far from it. These funds are for developing the constituencies through projects. For example, these NDF was used in the Marovo Constituency to connect the hospital to the main power grid, repainting of the full hospital, electrical rewiring and refitting, purchase and installation of ceiling fans and air cons. Hon. Wale was there last week during the inquiry into the Public Health Emergency Bill, yet he has accused the Government of using the funds for political purposes when these funds were actually used to benefit the sick people of Marovo Constituency. The politicization of the diplomatic switch to PRC overt and covert by some of our politicians is becoming childish and tedious. We should all be focusing on development and not on politicking. Source: GCU Press",https://www.facebook.com/sundayisles/photos/a.432226406855960/4275187065893189/?type=3,,,,,,,,35,1.59
Sunday Isles,sundayisles,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"Solomon Islands' first Sunday paper, offering greater coverage of the stories that matter to you",41339.15347,N/A,N/A,2021-04-08 02:05:27 EDT,44294,0.087118056,Photo,35,18,5,0,0,7,1,4,0,0,,-,0,0,0,N/A,https://www.facebook.com/432206153524652/posts/3854956301249603,"RSIPF Investigates the Suspicious Death of a Chinese National in Honiara POLICE investigators at the Naha Police Station in East Honiara are investigating the suspicious death of a Chinese national inside the compound of the Top Timber Company at Ranadi, yesterday 7 April 2021. The deceased from Guandong Province in China, was employed by the Top Timber Company as the Grading and Consultation Supervisor. He resided at the Top Timber compound where the incident occurred. Provincial Police Commander (PPC) Honiara City Superintendent John Matamaru said, “An initial report states that in the early hours of 7 April 2021, the deceased was seen by a neighbor arriving back home with a female in his car. Few hours later the same witness saw the deceased and the female leave his house and drove out in his vehicle from the Top Timber compound. Later at about 5am the same witness saw the deceased arrive back alone and went straight into his house.” “At about 7am the deceased’s house girl went up to the deceased room and knocked on his bedroom door but he never answered.” PPC Matamaru added, “At 1:30pm on 7 April, a male colleague went to check on the deceased after he failed to answer his phone. The body of the deceased was discovered in his room after his colleague managed to enter with the key located in the car of the deceased.” The body of the deceased was transported to the National Referral Hospital by the St John Ambulance where he was pronounced dead by a doctor. “I want to appeal to members of the public living near and around the area of incident to come forward with any information to help police with their investigation into this sad incident,” said PPC Matamaru. Ends/// SOURCE: RSIPF MEDIA UNIT",https://www.facebook.com/sundayisles/photos/a.725125640899367/3854955201249713/?type=3,,POL ICe,,,,,,35,1.59
Sunday Isles,sundayisles,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"Solomon Islands' first Sunday paper, offering greater coverage of the stories that matter to you",41339.15347,14257,16664,2022-11-04 01:30:39 EDT,44869,0.062951389,Photo,35,27,0,2,3,0,2,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/100064108806003/posts/494168586063431,"SI-PRC Diplomatic Relationship Bears Fruit, Grow Stronger Each Day The Solomon Islands and Peoples Republic of China (PRC) diplomatic ties have continued to yield positive results as it grows from strength to strength each day, just after three years of formalization. Read More Here: https://sundayisles.islesmedia.net/si-prc-diplomatic-relationship-bears-fruit-grow-stronger-each-day/",https://www.facebook.com/photo.php?fbid=494166286063661&set=a.460509652762658&type=3,,,Photos from Sunday Isles's post,,,,,35,-3.03
The Island Sun News,theIslandSunNews,1.00064E+14,MEDIA_NEWS_COMPANY,SB,Island Sun is the leading daily newspaper in the Solomon Islands. This is our official Facebook page.,43117.00903,N/A,N/A,2020-02-06 20:36:42 EST,43867,0.858819444,Link,35,28,4,0,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1887971264866723/posts/2414395158890995,https://www.theislandsun.com.sb/avoid-making-speculations-about-china-coronavirus-mcneil/:=:https://theislandsun.com.sb/avoid-making-speculations-about-china-coronavirus-mcneil/,https://www.theislandsun.com.sb/avoid-making-speculations-about-china-coronavirus-mcneil/,https://theislandsun.com.sb/avoid-making-speculations-about-china-coronavirus-mcneil/,,Avoid making speculations about China coronavirus: McNeil - The Islandsun Daily News,BY MAVIS NISHIMURA PODOKOLO PERMANENT Secretary of Health Pauline McNeil is calling on public and media outlets to avoid speculations about the China coronavirus. Mrs McNeil (MHMS) said the health ministry would like to remind public to practice commercial advocacy measures that go out from time to....,,,,35,-5.4
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,203374,218778,2019-02-12 15:47:51 EST,43508,0.658229167,Link,35,21,2,2,1,0,8,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/2263941240330537,"New Zealand Deputy Prime Minister Winston Peters mocked Opposition leader Simon Bridges’ accent, saying in Parliament he would tell him about China but not ""Choyna"" #News",http://fijivillage.com/news/New-Zealand-Acting-PM-mocks-Opposition-Leaders-accent-in-NZ-parliament--952ksr/,,,New Zealand Acting PM mocks Opposition Leader's accent in NZ parliament,New Zealand Deputy Prime Minister Winston Peters mocked Opposition leader Simon Bridges’ ...,,,,35,-8.74
